Original Extrapolated Smoother  Refactored Extrapolated Smoother
1.0000000000e+00  1.0000000000e+00,
9.6904683021e-01  9.6904683021e-01,
1.0000000000e+00  1.0000000000e+00,
1.0075121004e+00  1.0075121004e+00,
1.0000000000e+00  1.0000000000e+00,
1.0302856340e+00  1.0302856340e+00,
1.0000000000e+00  1.0000000000e+00,
1.0396408319e+00  1.0396408319e+00,
1.0000000000e+00  1.0000000000e+00,
1.0386256886e+00  1.0386256886e+00,
1.0000000000e+00  1.0000000000e+00,
1.0224569673e+00  1.0224569673e+00,
1.0000000000e+00  1.0000000000e+00,
9.9532565811e-01  9.9532565811e-01,
1.0000000000e+00  1.0000000000e+00,
9.8742489097e-01  9.8742489097e-01,
1.0000000000e+00  1.0000000000e+00,
1.0349034829e+00  1.0349034829e+00,
1.0000000000e+00  1.0000000000e+00,
1.0998030008e+00  1.0998030008e+00,
1.0000000000e+00  1.0000000000e+00,
1.0541657150e+00  1.0541657150e+00,
1.0000000000e+00  1.0000000000e+00,
9.0713188719e-01  9.0713188719e-01,
9.9389509099e-01  9.9389509099e-01,
8.7660837664e-01  8.7660837664e-01,
9.9393362335e-01  9.9393362335e-01,
9.6062006850e-01  9.6062006850e-01,
9.9940208753e-01  9.9940208753e-01,
1.0197886790e+00  1.0197886790e+00,
1.0026227815e+00  1.0026227815e+00,
1.0117795177e+00  1.0117795177e+00,
9.9838006030e-01  9.9838006030e-01,
9.8222211416e-01  9.8222211416e-01,
9.9099754901e-01  9.9099754901e-01,
9.6714743392e-01  9.6714743392e-01,
9.8750101041e-01  9.8750101041e-01,
9.6792801704e-01  9.6792801704e-01,
9.8896239502e-01  9.8896239502e-01,
9.7704618731e-01  9.7704618731e-01,
9.9491979877e-01  9.9491979877e-01,
9.9985967240e-01  9.9985967240e-01,
1.0067703635e+00  1.0067703635e+00,
1.0426764391e+00  1.0426764391e+00,
1.0183621525e+00  1.0183621525e+00,
1.0764563541e+00  1.0764563541e+00,
1.0164199320e+00  1.0164199320e+00,
1.0423840760e+00  1.0423840760e+00,
9.9963887281e-01  9.9963887281e-01,
9.4652914735e-01  9.4652914735e-01,
9.8478969099e-01  9.8478969099e-01,
8.9617095798e-01  8.9617095798e-01,
9.8594551761e-01  9.8594551761e-01,
9.4973453661e-01  9.4973453661e-01,
1.0000000000e+00  1.0000000000e+00,
1.0483858319e+00  1.0483858319e+00,
1.0140544824e+00  1.0140544824e+00,
1.1024172958e+00  1.1024172958e+00,
1.0152103090e+00  1.0152103090e+00,
1.0526644634e+00  1.0526644634e+00,
1.0003611272e+00  1.0003611272e+00,
9.5726076693e-01  9.5726076693e-01,
9.8358006802e-01  9.8358006802e-01,
9.2342114187e-01  9.2342114187e-01,
9.8163784754e-01  9.8163784754e-01,
9.5728855406e-01  9.5728855406e-01,
9.9322963648e-01  9.9322963648e-01,
1.0001301730e+00  1.0001301730e+00,
1.0050802012e+00  1.0050802012e+00,
1.0229490073e+00  1.0229490073e+00,
1.0110376050e+00  1.0110376050e+00,
1.0320656613e+00  1.0320656613e+00,
1.0124989896e+00  1.0124989896e+00,
1.0328304308e+00  1.0328304308e+00,
1.0090024510e+00  1.0090024510e+00,
1.0176611115e+00  1.0176611115e+00,
1.0016199397e+00  1.0016199397e+00,
9.8762561989e-01  9.8762561989e-01,
9.9737721854e-01  9.9737721854e-01,
9.7771364187e-01  9.7771364187e-01,
1.0005979125e+00  1.0005979125e+00,
1.0309459109e+00  1.0309459109e+00,
1.0060663767e+00  1.0060663767e+00,
1.1010091679e+00  1.1010091679e+00,
1.0061049090e+00  1.0061049090e+00,
1.0517998864e+00  1.0517998864e+00,
1.0000000000e+00  1.0000000000e+00,
9.0204000834e-01  9.0204000834e-01,
1.0000000000e+00  1.0000000000e+00,
8.7307669764e-01  8.7307669764e-01,
1.0000000000e+00  1.0000000000e+00,
9.6337691066e-01  9.6337691066e-01,
1.0000000000e+00  1.0000000000e+00,
1.0296845685e+00  1.0296845685e+00,
1.0000000000e+00  1.0000000000e+00,
1.0214335412e+00  1.0214335412e+00,
1.0000000000e+00  1.0000000000e+00,
9.9213932866e-01  9.9213932866e-01,
1.0000000000e+00  1.0000000000e+00,
9.8269820685e-01  9.8269820685e-01,
1.0000000000e+00  1.0000000000e+00,
9.8722392943e-01  9.8722392943e-01,
1.0000000000e+00  1.0000000000e+00,
9.9169986254e-01  9.9169986254e-01,
1.0000000000e+00  1.0000000000e+00,
1.0054542087e+00  1.0054542087e+00,
1.0000000000e+00  1.0000000000e+00,
1.0451929284e+00  1.0451929284e+00,
1.0000000000e+00  1.0000000000e+00,
1.0841634288e+00  1.0841634288e+00,
1.0000000000e+00  1.0000000000e+00,
1.0550393044e+00  1.0550393044e+00,
1.0000000000e+00  1.0000000000e+00,
9.6496246520e-01  9.6496246520e-01,
1.0000000000e+00  1.0000000000e+00,
9.2294179166e-01  9.2294179166e-01,
1.0000000000e+00  1.0000000000e+00,
9.6458500546e-01  9.6458500546e-01,
1.0000000000e+00  1.0000000000e+00,
1.0322358492e+00  1.0322358492e+00,
1.0000000000e+00  1.0000000000e+00,
1.0745879624e+00  1.0745879624e+00,
1.0000000000e+00  1.0000000000e+00,
1.0335299552e+00  1.0335299552e+00,
1.0000000000e+00  1.0000000000e+00,
9.4422943171e-01  9.4422943171e-01,
1.0000000000e+00  1.0000000000e+00,
9.1555083000e-01  9.1555083000e-01,
1.0000000000e+00  1.0000000000e+00,
9.5471256090e-01  9.5471256090e-01,
1.0000000000e+00  1.0000000000e+00,
9.9451411172e-01  9.9451411172e-01,
1.0000000000e+00  1.0000000000e+00,
1.0082837343e+00  1.0082837343e+00,
1.0000000000e+00  1.0000000000e+00,
1.0127550061e+00  1.0127550061e+00,
1.0000000000e+00  1.0000000000e+00,
1.0172373829e+00  1.0172373829e+00,
1.0000000000e+00  1.0000000000e+00,
1.0075781188e+00  1.0075781188e+00,
1.0000000000e+00  1.0000000000e+00,
9.7736642930e-01  9.7736642930e-01,
1.0000000000e+00  1.0000000000e+00,
9.6601787344e-01  9.6601787344e-01,
1.0000000000e+00  1.0000000000e+00,
1.0239026731e+00  1.0239026731e+00,
1.0000000000e+00  1.0000000000e+00,
1.0964026056e+00  1.0964026056e+00,
1.0000000000e+00  1.0000000000e+00,
1.0451421455e+00  1.0451421455e+00,
1.0000000000e+00  1.0000000000e+00,
8.9898128973e-01  8.9898128973e-01,
9.9463379352e-01  9.9463379352e-01,
8.7319803559e-01  8.7319803559e-01,
9.9525599290e-01  9.9525599290e-01,
9.6688025165e-01  9.6688025165e-01,
1.0020246766e+00  1.0020246766e+00,
1.0404792699e+00  1.0404792699e+00,
1.0066049969e+00  1.0066049969e+00,
1.0335657782e+00  1.0335657782e+00,
1.0035301122e+00  1.0035301122e+00,
1.0047927492e+00  1.0047927492e+00,
9.9972392719e-01  9.9972392719e-01,
1.0002695811e+00  1.0002695811e+00,
1.0013515336e+00  1.0013515336e+00,
1.0070604634e+00  1.0070604634e+00,
1.0028697452e+00  1.0028697452e+00,
1.0051097412e+00  1.0051097412e+00,
1.0022526157e+00  1.0022526157e+00,
1.0093147135e+00  1.0093147135e+00,
1.0085077729e+00  1.0085077729e+00,
1.0464489211e+00  1.0464489211e+00,
1.0202666049e+00  1.0202666049e+00,
1.0891867426e+00  1.0891867426e+00,
1.0207229218e+00  1.0207229218e+00,
1.0632401645e+00  1.0632401645e+00,
1.0065577097e+00  1.0065577097e+00,
9.8360555138e-01  9.8360555138e-01,
9.9557270717e-01  9.9557270717e-01,
9.5765980156e-01  9.5765980156e-01,
9.9602459320e-01  9.9602459320e-01,
9.8458557160e-01  9.8458557160e-01,
1.0000000000e+00  1.0000000000e+00,
1.0100397667e+00  1.0100397667e+00,
1.0039754068e+00  1.0039754068e+00,
1.0380253898e+00  1.0380253898e+00,
1.0044272928e+00  1.0044272928e+00,
1.0135879245e+00  1.0135879245e+00,
9.9344229025e-01  9.9344229025e-01,
9.3526590791e-01  9.3526590791e-01,
9.7927707824e-01  9.7927707824e-01,
9.1015494264e-01  9.1015494264e-01,
9.7973339509e-01  9.7973339509e-01,
9.5330035561e-01  9.5330035561e-01,
9.9149222706e-01  9.9149222706e-01,
9.9058866511e-01  9.9058866511e-01,
9.9774738426e-01  9.9774738426e-01,
9.9483570903e-01  9.9483570903e-01,
9.9713025476e-01  9.9713025476e-01,
9.9287117739e-01  9.9287117739e-01,
9.9864846641e-01  9.9864846641e-01,
9.9954734187e-01  9.9954734187e-01,
1.0002760728e+00  1.0002760728e+00,
9.9453628638e-01  9.9453628638e-01,
9.9646988776e-01  9.9646988776e-01,
9.6404699990e-01  9.6404699990e-01,
9.9339500306e-01  9.9339500306e-01,
9.5220025763e-01  9.5220025763e-01,
9.9797532341e-01  9.9797532341e-01,
1.0140754717e+00  1.0140754717e+00,
1.0047440071e+00  1.0047440071e+00,
1.0854362306e+00  1.0854362306e+00,
1.0053662065e+00  1.0053662065e+00,
1.0334878800e+00  1.0334878800e+00,
1.0000000000e+00  1.0000000000e+00,
8.9765913677e-01  8.9765913677e-01,
1.0000000000e+00  1.0000000000e+00,
8.7700372090e-01  8.7700372090e-01,
1.0000000000e+00  1.0000000000e+00,
9.7002370916e-01  9.7002370916e-01,
1.0000000000e+00  1.0000000000e+00,
1.0493903813e+00  1.0493903813e+00,
1.0000000000e+00  1.0000000000e+00,
1.0448493467e+00  1.0448493467e+00,
1.0000000000e+00  1.0000000000e+00,
1.0181799874e+00  1.0181799874e+00,
1.0000000000e+00  1.0000000000e+00,
1.0195350921e+00  1.0195350921e+00,
1.0000000000e+00  1.0000000000e+00,
1.0271933222e+00  1.0271933222e+00,
1.0000000000e+00  1.0000000000e+00,
1.0154894631e+00  1.0154894631e+00,
1.0000000000e+00  1.0000000000e+00,
1.0048900680e+00  1.0048900680e+00,
1.0000000000e+00  1.0000000000e+00,
1.0334469553e+00  1.0334469553e+00,
1.0000000000e+00  1.0000000000e+00,
1.0773616428e+00  1.0773616428e+00,
1.0000000000e+00  1.0000000000e+00,
1.0582835139e+00  1.0582835139e+00,
1.0000000000e+00  1.0000000000e+00,
9.9944529445e-01  9.9944529445e-01,
1.0000000000e+00  1.0000000000e+00,
9.9887702508e-01  9.9887702508e-01,
1.0000000000e+00  1.0000000000e+00,
1.0086769993e+00  1.0086769993e+00,
1.0000000000e+00  1.0000000000e+00,
9.8210223184e-01  9.8210223184e-01,
1.0000000000e+00  1.0000000000e+00,
9.9348173434e-01  9.9348173434e-01,
1.0000000000e+00  1.0000000000e+00,
9.9526712710e-01  9.9526712710e-01,
1.0000000000e+00  1.0000000000e+00,
9.3863601590e-01  9.3863601590e-01,
1.0000000000e+00  1.0000000000e+00,
9.2111297113e-01  9.2111297113e-01,
1.0000000000e+00  1.0000000000e+00,
9.6588693584e-01  9.6588693584e-01,
1.0000000000e+00  1.0000000000e+00,
9.9481607907e-01  9.9481607907e-01,
1.0000000000e+00  1.0000000000e+00,
9.8433019443e-01  9.8433019443e-01,
1.0000000000e+00  1.0000000000e+00,
9.7258621581e-01  9.7258621581e-01,
1.0000000000e+00  1.0000000000e+00,
9.7994653144e-01  9.7994653144e-01,
1.0000000000e+00  1.0000000000e+00,
9.8022695029e-01  9.8022695029e-01,
1.0000000000e+00  1.0000000000e+00,
9.5038616264e-01  9.5038616264e-01,
1.0000000000e+00  1.0000000000e+00,
9.3806991957e-01  9.3806991957e-01,
1.0000000000e+00  1.0000000000e+00,
1.0012792935e+00  1.0012792935e+00,
1.0000000000e+00  1.0000000000e+00,
1.0665998168e+00  1.0665998168e+00,
1.0000000000e+00  1.0000000000e+00,
1.0155889606e+00  1.0155889606e+00,
1.0000000000e+00  1.0000000000e+00,
8.9636002062e-01  8.9636002062e-01,
9.9920067203e-01  9.9920067203e-01,
8.8231246577e-01  8.8231246577e-01,
9.9907455873e-01  9.9907455873e-01,
9.7022044671e-01  9.7022044671e-01,
1.0047441546e+00  1.0047441546e+00,
1.0545594297e+00  1.0545594297e+00,
1.0110203861e+00  1.0110203861e+00,
1.0542501583e+00  1.0542501583e+00,
1.0102634196e+00  1.0102634196e+00,
1.0308837868e+00  1.0308837868e+00,
1.0107040411e+00  1.0107040411e+00,
1.0389090780e+00  1.0389090780e+00,
1.0168394215e+00  1.0168394215e+00,
1.0472886775e+00  1.0472886775e+00,
1.0150489142e+00  1.0150489142e+00,
1.0234474924e+00  1.0234474924e+00,
1.0027557447e+00  1.0027557447e+00,
9.9595190973e-01  9.9595190973e-01,
9.9896873671e-01  9.9896873671e-01,
1.0153872896e+00  1.0153872896e+00,
1.0080214041e+00  1.0080214041e+00,
1.0578643596e+00  1.0578643596e+00,
1.0105922319e+00  1.0105922319e+00,
1.0425428184e+00  1.0425428184e+00,
1.0052263491e+00  1.0052263491e+00,
1.0078019772e+00  1.0078019772e+00,
1.0095340086e+00  1.0095340086e+00,
1.0394229195e+00  1.0394229195e+00,
1.0139038545e+00  1.0139038545e+00,
1.0329234321e+00  1.0329234321e+00,
1.0000000000e+00  1.0000000000e+00,
9.5069648115e-01  9.5069648115e-01,
9.8609614550e-01  9.8609614550e-01,
9.4657578530e-01  9.4657578530e-01,
9.9046599144e-01  9.9046599144e-01,
9.8190705053e-01  9.8190705053e-01,
9.9477365085e-01  9.9477365085e-01,
9.5091195725e-01  9.5091195725e-01,
9.8940776810e-01  9.8940776810e-01,
9.3850625933e-01  9.3850625933e-01,
9.9197859590e-01  9.9197859590e-01,
9.8280329798e-01  9.8280329798e-01,
1.0010312633e+00  1.0010312633e+00,
1.0031383684e+00  1.0031383684e+00,
9.9724425529e-01  9.9724425529e-01,
9.7594748095e-01  9.7594748095e-01,
9.8495108577e-01  9.8495108577e-01,
9.5199001027e-01  9.5199001027e-01,
9.8316057848e-01  9.8316057848e-01,
9.5959802191e-01  9.5959802191e-01,
9.8929595895e-01  9.8929595895e-01,
9.6525445795e-01  9.6525445795e-01,
9.8973658041e-01  9.8973658041e-01,
9.3600949863e-01  9.3600949863e-01,
9.8897961394e-01  9.8897961394e-01,
9.2340021302e-01  9.2340021302e-01,
9.9525584543e-01  9.9525584543e-01,
9.8542088798e-01  9.8542088798e-01,
1.0009254413e+00  1.0009254413e+00,
1.0389867974e+00  1.0389867974e+00,
1.0007993280e+00  1.0007993280e+00,
9.8987436996e-01  9.8987436996e-01,
1.0000000000e+00  1.0000000000e+00,
8.9115383623e-01  8.9115383623e-01,
1.0000000000e+00  1.0000000000e+00,
8.8479162798e-01  8.8479162798e-01,
1.0000000000e+00  1.0000000000e+00,
9.6350170753e-01  9.6350170753e-01,
1.0000000000e+00  1.0000000000e+00,
1.0503320676e+00  1.0503320676e+00,
1.0000000000e+00  1.0000000000e+00,
1.0535741978e+00  1.0535741978e+00,
1.0000000000e+00  1.0000000000e+00,
1.0330052880e+00  1.0330052880e+00,
1.0000000000e+00  1.0000000000e+00,
1.0448634803e+00  1.0448634803e+00,
1.0000000000e+00  1.0000000000e+00,
1.0511301280e+00  1.0511301280e+00,
1.0000000000e+00  1.0000000000e+00,
1.0199701747e+00  1.0199701747e+00,
1.0000000000e+00  1.0000000000e+00,
9.8206596658e-01  9.8206596658e-01,
1.0000000000e+00  1.0000000000e+00,
9.9129944938e-01  9.9129944938e-01,
1.0000000000e+00  1.0000000000e+00,
1.0281216519e+00  1.0281216519e+00,
1.0000000000e+00  1.0000000000e+00,
1.0145346150e+00  1.0145346150e+00,
1.0000000000e+00  1.0000000000e+00,
1.0036094577e+00  1.0036094577e+00,
1.0000000000e+00  1.0000000000e+00,
1.0679758365e+00  1.0679758365e+00,
1.0000000000e+00  1.0000000000e+00,
1.0496405707e+00  1.0496405707e+00,
1.0000000000e+00  1.0000000000e+00,
9.1989814719e-01  9.1989814719e-01,
1.0000000000e+00  1.0000000000e+00,
9.0520574006e-01  9.0520574006e-01,
1.0000000000e+00  1.0000000000e+00,
9.7551344669e-01  9.7551344669e-01,
1.0000000000e+00  1.0000000000e+00,
9.7103153393e-01  9.7103153393e-01,
1.0000000000e+00  1.0000000000e+00,
9.6296578441e-01  9.6296578441e-01,
1.0000000000e+00  1.0000000000e+00,
1.0036606881e+00  1.0036606881e+00,
1.0000000000e+00  1.0000000000e+00,
1.0150644745e+00  1.0150644745e+00,
1.0000000000e+00  1.0000000000e+00,
9.7797032916e-01  9.7797032916e-01,
1.0000000000e+00  1.0000000000e+00,
9.4647518294e-01  9.4647518294e-01,
1.0000000000e+00  1.0000000000e+00,
9.5075477285e-01  9.5075477285e-01,
1.0000000000e+00  1.0000000000e+00,
9.5739193412e-01  9.5739193412e-01,
1.0000000000e+00  1.0000000000e+00,
9.2586952956e-01  9.2586952956e-01,
1.0000000000e+00  1.0000000000e+00,
9.0948886089e-01  9.0948886089e-01,
1.0000000000e+00  1.0000000000e+00,
9.6522686147e-01  9.6522686147e-01,
1.0000000000e+00  1.0000000000e+00,
1.0011366059e+00  1.0011366059e+00,
1.0000000000e+00  1.0000000000e+00,
9.5424908334e-01  9.5424908334e-01,
1.0000000000e+00  1.0000000000e+00,
8.7673743253e-01  8.7673743253e-01,
1.0035685948e+00  1.0035685948e+00,
8.7836381310e-01  8.7836381310e-01,
1.0018053126e+00  1.0018053126e+00,
9.4419167378e-01  9.4419167378e-01,
1.0040177437e+00  1.0040177437e+00,
1.0330218213e+00  1.0330218213e+00,
1.0088980168e+00  1.0088980168e+00,
1.0424500882e+00  1.0424500882e+00,
1.0082127420e+00  1.0082127420e+00,
1.0270601562e+00  1.0270601562e+00,
1.0101663319e+00  1.0101663319e+00,
1.0446582730e+00  1.0446582730e+00,
1.0167952387e+00  1.0167952387e+00,
1.0511044585e+00  1.0511044585e+00,
1.0124042242e+00  1.0124042242e+00,
1.0130020277e+00  1.0130020277e+00,
9.9580844726e-01  9.9580844726e-01,
9.6490562527e-01  9.6490562527e-01,
9.8753044336e-01  9.8753044336e-01,
9.6493827480e-01  9.6493827480e-01,
9.9348767401e-01  9.9348767401e-01,
9.9345200256e-01  9.9345200256e-01,
9.9563276276e-01  9.9563276276e-01,
9.7672052322e-01  9.7672052322e-01,
9.9556829427e-01  9.9556829427e-01,
9.8585942273e-01  9.8585942273e-01,
1.0102941029e+00  1.0102941029e+00,
1.0802496673e+00  1.0802496673e+00,
1.0195226177e+00  1.0195226177e+00,
1.0540460088e+00  1.0540460088e+00,
1.0000000000e+00  1.0000000000e+00,
8.8731745684e-01  8.8731745684e-01,
9.8047738229e-01  9.8047738229e-01,
8.6670445031e-01  8.6670445031e-01,
9.8970589706e-01  9.8970589706e-01,
9.7060142089e-01  9.7060142089e-01,
1.0044317057e+00  1.0044317057e+00,
9.9076118748e-01  9.9076118748e-01,
1.0043672372e+00  1.0043672372e+00,
9.8435570957e-01  9.8435570957e-01,
1.0065123260e+00  1.0065123260e+00,
1.0209424797e+00  1.0209424797e+00,
1.0124695566e+00  1.0124695566e+00,
1.0260579126e+00  1.0260579126e+00,
1.0041915527e+00  1.0041915527e+00,
9.8003176547e-01  9.8003176547e-01,
9.8759577576e-01  9.8759577576e-01,
9.4099338471e-01  9.4099338471e-01,
9.8320476128e-01  9.8320476128e-01,
9.4248941221e-01  9.4248941221e-01,
9.8983366813e-01  9.8983366813e-01,
9.4887272497e-01  9.4887272497e-01,
9.9178725803e-01  9.9178725803e-01,
9.1341212687e-01  9.1341212687e-01,
9.9110198322e-01  9.9110198322e-01,
8.9179916970e-01  8.9179916970e-01,
9.9598225625e-01  9.9598225625e-01,
9.3743842729e-01  9.3743842729e-01,
9.9819468741e-01  9.9819468741e-01,
9.5001250557e-01  9.5001250557e-01,
9.9643140517e-01  9.9643140517e-01,
9.0499316563e-01  9.0499316563e-01,
1.0000000000e+00  1.0000000000e+00,
8.4586616238e-01  8.4586616238e-01,
1.0000000000e+00  1.0000000000e+00,
8.5504602453e-01  8.5504602453e-01,
1.0000000000e+00  1.0000000000e+00,
9.0473248011e-01  9.0473248011e-01,
1.0000000000e+00  1.0000000000e+00,
9.9464535530e-01  9.9464535530e-01,
1.0000000000e+00  1.0000000000e+00,
1.0125069741e+00  1.0125069741e+00,
1.0000000000e+00  1.0000000000e+00,
1.0037665261e+00  1.0037665261e+00,
1.0000000000e+00  1.0000000000e+00,
1.0257690645e+00  1.0257690645e+00,
1.0000000000e+00  1.0000000000e+00,
1.0326146336e+00  1.0326146336e+00,
1.0000000000e+00  1.0000000000e+00,
9.9656430975e-01  9.9656430975e-01,
1.0000000000e+00  1.0000000000e+00,
9.4818141836e-01  9.4818141836e-01,
1.0000000000e+00  1.0000000000e+00,
9.3900810219e-01  9.3900810219e-01,
1.0000000000e+00  1.0000000000e+00,
9.5331257771e-01  9.5331257771e-01,
1.0000000000e+00  1.0000000000e+00,
9.2820400097e-01  9.2820400097e-01,
1.0000000000e+00  1.0000000000e+00,
9.5020779232e-01  9.5020779232e-01,
1.0000000000e+00  1.0000000000e+00,
1.0653681887e+00  1.0653681887e+00,
1.0000000000e+00  1.0000000000e+00,
1.0358946010e+00  1.0358946010e+00,
1.0000000000e+00  1.0000000000e+00,
8.4982893163e-01  8.4982893163e-01,
1.0000000000e+00  1.0000000000e+00,
8.2867121212e-01  8.2867121212e-01,
1.0000000000e+00  1.0000000000e+00,
9.5851161767e-01  9.5851161767e-01,
1.0000000000e+00  1.0000000000e+00,
9.9858668060e-01  9.9858668060e-01,
1.0000000000e+00  1.0000000000e+00,
9.9183976791e-01  9.9183976791e-01,
1.0000000000e+00  1.0000000000e+00,
1.0220015330e+00  1.0220015330e+00,
1.0000000000e+00  1.0000000000e+00,
1.0239398487e+00  1.0239398487e+00,
1.0000000000e+00  1.0000000000e+00,
9.8043856640e-01  9.8043856640e-01,
1.0000000000e+00  1.0000000000e+00,
9.4193163503e-01  9.4193163503e-01,
1.0000000000e+00  1.0000000000e+00,
9.3727280565e-01  9.3727280565e-01,
1.0000000000e+00  1.0000000000e+00,
9.3666895108e-01  9.3666895108e-01,
1.0000000000e+00  1.0000000000e+00,
8.9308371456e-01  8.9308371456e-01,
1.0000000000e+00  1.0000000000e+00,
8.6389526205e-01  8.6389526205e-01,
1.0000000000e+00  1.0000000000e+00,
8.9569703764e-01  8.9569703764e-01,
1.0000000000e+00  1.0000000000e+00,
8.8071090327e-01  8.8071090327e-01,
1.0000000000e+00  1.0000000000e+00,
8.3734077731e-01  8.3734077731e-01,
1.0000000000e+00  1.0000000000e+00,
7.8790472971e-01  7.8790472971e-01,
1.0075970818e+00  1.0075970818e+00,
8.0299860783e-01  8.0299860783e-01,
1.0028138686e+00  1.0028138686e+00,
8.3328186076e-01  8.3328186076e-01,
1.0010858087e+00  1.0010858087e+00,
9.2280145524e-01  9.2280145524e-01,
1.0051975868e+00  1.0051975868e+00,
9.5252293016e-01  9.5252293016e-01,
1.0039539546e+00  1.0039539546e+00,
9.5284000677e-01  9.5284000677e-01,
1.0044842489e+00  1.0044842489e+00,
9.8178105756e-01  9.8178105756e-01,
1.0087621857e+00  1.0087621857e+00,
9.9444351039e-01  9.9444351039e-01,
1.0047083257e+00  1.0047083257e+00,
9.6352742557e-01  9.6352742557e-01,
9.9224273306e-01  9.9224273306e-01,
9.1605834676e-01  9.1605834676e-01,
9.8546517626e-01  9.8546517626e-01,
8.9829349569e-01  8.9829349569e-01,
9.8807400909e-01  9.8807400909e-01,
8.9506011388e-01  8.9506011388e-01,
9.8631915280e-01  9.8631915280e-01,
8.5829231869e-01  8.5829231869e-01,
9.8698465704e-01  9.8698465704e-01,
8.8758987922e-01  8.8758987922e-01,
1.0054733649e+00  1.0054733649e+00,
1.0117462313e+00  1.0117462313e+00,
1.0168379644e+00  1.0168379644e+00,
9.8175617483e-01  9.8175617483e-01,
1.0000000000e+00  1.0000000000e+00,
7.9513488655e-01  7.9513488655e-01,
9.8316203563e-01  9.8316203563e-01,
7.7662346889e-01  7.7662346889e-01,
9.9452663511e-01  9.9452663511e-01,
9.2171298040e-01  9.2171298040e-01,
1.0130153430e+00  1.0130153430e+00,
9.7817660423e-01  9.7817660423e-01,
1.0136808472e+00  1.0136808472e+00,
9.7108461501e-01  9.7108461501e-01,
1.0119259909e+00  1.0119259909e+00,
9.9590004178e-01  9.9590004178e-01,
1.0145348237e+00  1.0145348237e+00,
9.9979166870e-01  9.9979166870e-01,
1.0077572669e+00  1.0077572669e+00,
9.6240428562e-01  9.6240428562e-01,
9.9529167429e-01  9.9529167429e-01,
9.2556873568e-01  9.2556873568e-01,
9.9123781430e-01  9.9123781430e-01,
9.1423355574e-01  9.1423355574e-01,
9.9551575111e-01  9.9551575111e-01,
9.0220922909e-01  9.0220922909e-01,
9.9604604541e-01  9.9604604541e-01,
8.4770744804e-01  8.4770744804e-01,
9.9480241322e-01  9.9480241322e-01,
8.1203141057e-01  8.1203141057e-01,
9.9891419135e-01  9.9891419135e-01,
8.2886944725e-01  8.2886944725e-01,
9.9718613137e-01  9.9718613137e-01,
7.8521194033e-01  7.8521194033e-01,
9.9240291816e-01  9.9240291816e-01,
7.4411487810e-01  7.4411487810e-01,
1.0000000000e+00  1.0000000000e+00,
6.8311014821e-01  6.8311014821e-01,
1.0000000000e+00  1.0000000000e+00,
7.0053470175e-01  7.0053470175e-01,
1.0000000000e+00  1.0000000000e+00,
7.0882137843e-01  7.0882137843e-01,
1.0000000000e+00  1.0000000000e+00,
7.9108655306e-01  7.9108655306e-01,
1.0000000000e+00  1.0000000000e+00,
8.3044670342e-01  8.3044670342e-01,
1.0000000000e+00  1.0000000000e+00,
8.3806833189e-01  8.3806833189e-01,
1.0000000000e+00  1.0000000000e+00,
8.7130314584e-01  8.7130314584e-01,
1.0000000000e+00  1.0000000000e+00,
8.9278928439e-01  8.9278928439e-01,
1.0000000000e+00  1.0000000000e+00,
8.7760761300e-01  8.7760761300e-01,
1.0000000000e+00  1.0000000000e+00,
8.4088831020e-01  8.4088831020e-01,
1.0000000000e+00  1.0000000000e+00,
8.1584561977e-01  8.1584561977e-01,
1.0000000000e+00  1.0000000000e+00,
7.9279866706e-01  7.9279866706e-01,
1.0000000000e+00  1.0000000000e+00,
7.4554758919e-01  7.4554758919e-01,
1.0000000000e+00  1.0000000000e+00,
7.7413565892e-01  7.7413565892e-01,
1.0000000000e+00  1.0000000000e+00,
8.8776720823e-01  8.8776720823e-01,
1.0000000000e+00  1.0000000000e+00,
8.6083721706e-01  8.6083721706e-01,
1.0000000000e+00  1.0000000000e+00,
6.9976057959e-01  6.9976057959e-01,
1.0000000000e+00  1.0000000000e+00,
6.8638395784e-01  6.8638395784e-01,
1.0000000000e+00  1.0000000000e+00,
8.2537014467e-01  8.2537014467e-01,
1.0000000000e+00  1.0000000000e+00,
8.8827545663e-01  8.8827545663e-01,
1.0000000000e+00  1.0000000000e+00,
8.8079190944e-01  8.8079190944e-01,
1.0000000000e+00  1.0000000000e+00,
8.9826206597e-01  8.9826206597e-01,
1.0000000000e+00  1.0000000000e+00,
9.0704461550e-01  9.0704461550e-01,
1.0000000000e+00  1.0000000000e+00,
8.8619337458e-01  8.8619337458e-01,
1.0000000000e+00  1.0000000000e+00,
8.5836811220e-01  8.5836811220e-01,
1.0000000000e+00  1.0000000000e+00,
8.3844475277e-01  8.3844475277e-01,
1.0000000000e+00  1.0000000000e+00,
8.1081942060e-01  8.1081942060e-01,
1.0000000000e+00  1.0000000000e+00,
7.4718300159e-01  7.4718300159e-01,
1.0000000000e+00  1.0000000000e+00,
7.1014697888e-01  7.1014697888e-01,
1.0000000000e+00  1.0000000000e+00,
7.1440690161e-01  7.1440690161e-01,
1.0000000000e+00  1.0000000000e+00,
6.4862818516e-01  6.4862818516e-01,
1.0000000000e+00  1.0000000000e+00,
6.1255929560e-01  6.1255929560e-01,
6.8010605694e-01  6.8010605694e-01,
4.8034469387e-01  4.8034469387e-01,
6.9995807091e-01  6.9995807091e-01,
